compound,solvent,lambda_max,source
CC(C)(C)c1cc(/C2=C3\C=CC(=N3)/C(c3ccc([N+](=O)[O-])cc3)=c3/cc/c([nH]3)=C(\c3ccc([N+](=O)[O-])cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,CC(=O)N(C)C,701.0,fluodb
CCNc1ccc2c(c1)Cc1c-2[o+]c2cc(N(CC)CC)ccc2c1-c1ccccc1C(=O)[O-],CCO,573.0,fluodb
CCCCN1c2ccc(-c3ccc(C=O)cc3)cc2Oc2cc(-c3ccc(C=O)cc3)ccc21,CCCCCC,414.0,fluodb
COc1ccc(-c2cc(C)c3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)cc(C)c2=N3)cc1,CS(C)=O,656.0,fluodb
CCCCCCc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(/C=C(\C#N)C(=O)O)s1,ClCCl,492.0,fluodb
CC(C)(C)NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCOC(C)=O,412.0,fluodb
CC1=CC(=O)c2ccccc2C1=O,CCO,251.0,fluodb
CCC1(CC)c2cc(/C=C(\C#N)C(=O)O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,424.0,fluodb
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(-n3cccc3)cc21,O,454.0,fluodb
Cc1ccc2occ(CC(O)=NN)c2c1,CC(C)=O,293.0,fluodb
N#C/C(=C\c1cc2sc3cc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)sc3c2s1)C(=O)O,ClCCl,472.0,fluodb
COC(=O)CCC1=C(C)C(C#Cc2cccs2)=[N+]2C1=Cc1c(CCC(=O)OC)c(C)c(C#Cc3cccs3)n1[B-]2(F)F,CCCCCC,658.0,fluodb
CCCCCCN1C(=CC2=C(O)C(=Cc3sc4ccc(OC)cc4[n+]3CCCCCC)C2=O)C(C)(C)c2cc(C(=O)[O-])ccc21,CCO,648.0,fluodb
CN1C=CC(=CN=Nc2ccc(CC3SC(=S)N(c4ccc(O)cc4)C3=O)cc2)c2ccccc21,C1CCOC1,564.0,fluodb
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CO,529.0,fluodb
Fc1ccc(-c2cc3c(=C4C=CC(=[F+])C=C4)ccn4cccc(o2)-c=3-4)cc1,ClCCl,390.0,fluodb
C=CC[NH+]=c1ccc2ccc3oc4cc(N5CCCC5)ccc4nc3c2c1,CCO,570.0,fluodb
CCN(CCCN(C)C)c1ccc2c(-c3cc(C)cc(C)c3)c3ccc(=[NH2+])cc-3oc2c1,O,525.0,fluodb
CC(C)CCC1(CCC(C)C)c2ccccc2-c2ccc(-c3cc(-c4ccc5c(c4)C(CCC(C)C)(CCC(C)C)c4ccccc4-5)c4ccc5c(-c6ccc7c(c6)C(CCC(C)C)(CCC(C)C)c6ccccc6-7)cc(-c6ccc7c(c6)C(CCC(C)C)(CCC(C)C)c6ccccc6-7)c6ccc3c4c65)cc21,ClCCl,395.0,fluodb
c1conn1,ClC(Cl)Cl,294.0,fluodb
Cc1ccc(C(=O)/C=C2\C(O)=Nc3ccccc32)cc1C,CCCCCC,333.0,fluodb
COc1ccc2c3cccc4c(OC)ccc(c5cccc1c52)c43,c1ccncc1,463.0,fluodb
CN(C)c1nc(N(C)C)c2nc(C#N)n(Cc3ccccc3)c2n1,ClCCl,348.0,fluodb
COc1ccccc1-c1ccc(-c2oc3c(C)c4c(-c5ccc(-c6ccccc6OC)cc5)c(-c5ccc(-c6ccccc6OC)cc5)oc4c(C)c3c2-c2ccc(-c3ccccc3OC)cc2)cc1,ClCCl,252.0,fluodb
COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,Cc1ccccc1,682.0,fluodb
CCN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,552.0,fluodb
CC(C)[Si](C#Cc1c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)oc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)oc12)(C(C)C)C(C)C,C1CCOC1,483.0,fluodb
Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CCCCO,376.0,fluodb
Cc1ccc2c(CC(O)=NN)coc2c1,CO,281.0,fluodb
Cn1cccc1-c1cc2sc(C=C(C#N)C(=O)O)cc2s1,CCO,364.0,fluodb
CCCCCCc1ccsc1-c1cc(CCCCCC)c(-c2cc(CCCCCC)c(-c3cc(CCCCCC)c(-c4ccc(/C=C(/C#N)C(=O)O)s4)s3)s2)s1,ClCCl,478.0,fluodb
Oc1ccccc1/C=N/N=C/c1ccccc1O,OCC(F)(F)F,350.0,fluodb
CCOC(=O)c1ccc(-c2c3cc(N(C)C)ccc3nn2C)o1,ClCCl,394.0,fluodb
CCCCn1c2cc(-c3ccc(-c4ccc5n4[B-](F)(F)N4C(=c6ccc(=c7ccc8c(c7)[N+](CCCC)=c7cc(N(c9ccccc9)c9ccccc9)ccc7=8)s6)C=CC4C5c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1CCOC1,754.0,fluodb
O=C1c2ccccc2-c2ccccc21,CCO,379.0,fluodb
CN(C)c1ccc(C=CC2=[N+](CCCS([O])(=O)=O)c3ccccc3C2(C)C)cc1,ClC(Cl)Cl,557.0,fluodb
CC1=C2C=CC(c3ccc(C(C)(C)C)cc3)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,Clc1ccccc1,527.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nsnc34)cc2)cc1,C1CCOC1,514.0,fluodb
N#Cc1ccc(C2=[N+]3C(=C(c4c(Cl)cccc4Cl)c4cccn4[B-]3(F)F)C=C2)cc1,Cc1ccccc1,546.0,fluodb
CCCCn1c(-c2ccc3c(c2)C(CC)(CC)c2cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,416.0,fluodb
N#C/C(=C\C=C\c1ccccc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,373.0,fluodb
COc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,ClCCl,506.0,fluodb
COc1ccc2nc3nc4c(cc3cc2c1)-c1cc(OC)c(OC)cc1C4,CC(C)=O,398.0,fluodb
Cc1c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c12,ClCCl,261.0,fluodb
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccccc2)cc1,O,359.0,fluodb
COc1ccc(N(c2ccc(C#Cc3ccc(/C=C(\C#N)C(=O)O)s3)cc2)c2ccc(OC)cc2)cc1,ClC(Cl)Cl,475.0,fluodb
Clc1ccc(C2=C(c3ccc(Cl)cc3)N3C(=C(c4ccc(Cl)cc4)c4cccc5c(-c6ccc(Cl)cc6)c(-c6ccc(Cl)cc6)[o+]c3c45)c3ccc(Cl)cc32)cc1,ClCCl,503.0,fluodb
C[Si](C)(C=C[Si](C)(C)[Si]([Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)([Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)[Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)c1ccc(-c2cccs2)s1,C1COCCO1,311.0,fluodb
CCCCCCN1C(=O)c2cccc3c(-c4ccc([N+](=O)[O-])s4)ccc(c23)C1=O,ClC(Cl)Cl,363.0,fluodb
CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,CS(C)=O,398.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1c3ccccc3c(-c3ccccc3)c3ccccc13)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,503.0,fluodb
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,345.0,fluodb
F[B-]1(F)[O+]=C(c2ccc(C(F)(F)F)cc2)C=C2C=C(Cl)N=CN21,CCCCCC,370.0,fluodb
CCCCCCOc1ccc(N(c2ccc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)cc3)cc2)c2ccc(OCCCCCC)cc2)cc1,ClCCl,453.0,fluodb
CC(O)=Nc1ccc(O)cc1,C1CCOC1,293.0,fluodb
CCCCn1c2ccc(/C=C(\C#N)C(=O)O)cc2c2nc3ccccc3nc21,C1CCOC1,355.0,fluodb
CCCCCCCC[n+]1ccc(-c2cc[n+](CCCCCCCC)cc2)cc1,CC#N,264.0,fluodb
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S)n2)cc1,C1CCCCC1,488.0,fluodb
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,C1CCOC1,436.0,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)N=C(O)OC(C)(C)C,CC1COC(=O)O1,345.0,fluodb
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,C1CCOC1,460.0,fluodb
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C(=O)O)c(Cl)nc6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,473.0,fluodb
CC(CO)N1Cc2c(-c3ccccc3)c3ccccn3c2C1=O,ClCCl,298.0,fluodb
CCN(CC)c1ccc(/C=N/c2ccccc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CN(C)C=O,490.0,fluodb
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CCCCO,333.0,fluodb
COc1cc2cc(OC)c(C#Cc3ccc([N+](=O)[O-])cc3)cc2cc1C#Cc1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,362.0,fluodb
Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,CN(C)C=O,296.0,fluodb
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccccc4c4ccccc43)ccc21,ClCCl,478.0,fluodb
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,490.0,fluodb
CCOC(=O)CN(CC(=O)OCC)c1ccc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)cc1,CN(C)C=O,342.0,fluodb
CCCCc1ccc2ccc3c(CCCC)cc(C=O)c4ccc1c2c43,ClC(Cl)Cl,413.0,fluodb
CCOCCOCCOCCOc1cc(COCCOCCOCCOc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc(OCCOCCOCCOCc3cc(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c3)c2OCCOCCOCCOCc2cc(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c2)cc(OCCOCCOCCOCC)c1OCCOCCOCCOCC,CS(C)=O,503.0,fluodb
CN(C)c1ccc(C=Cc2cc3ccccc3c[n+]2C)cc1,ClCCl,441.0,fluodb
COc1cc(-c2nc(-c3ccccc3)c3ccccn23)ccc1O,CC#N,380.0,fluodb
c1cc[nH]c1,CC(C)=O,458.5,fluodb
NN=C(O)C(CCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12)c1ccc2cccc(O)c2n1,CO,283.0,fluodb
N#C/C(=C\c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(-c2ccc(N(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2)s1)C(=O)O,ClC(Cl)Cl,493.0,fluodb
N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccc3ccccc3c2)cc1,C1CCCCC1,412.0,fluodb
Cc1ccc(C2=C3C=C(I)C(=[I+])N3[B-](F)(F)n3c2cc(I)c3I)cc1,OCC(F)(F)F,569.0,fluodb
c1ccc(-c2nc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cn3)oc2-c2ccccc2)cc1,CCN(CC)CC,348.0,fluodb
COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,C1COCCO1,358.0,fluodb
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N4CCN(C)CC4)cc3)sc12,CC#N,418.0,fluodb
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCCCCC,384.0,fluodb
COC(=O)C(N=C(O)OC(C)(C)C)c1ccc2oc(-c3ccc(N(C)C)cc3OC)nc2c1,CO,346.0,fluodb
CCCCN(CCCC)c1ccc2c(-c3cc(C)c(OC)c(C)c3)c3ccc(=[NH2+])cc-3oc2c1,O,535.0,fluodb
CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(/C=C(/C#N)C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,509.0,fluodb
O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21,ClCCl,380.0,fluodb
CCCCCCOc1cc(N(CC)CC)ccc1/C=C/c1ccc(/C=C2\SC(=S)N(CC(=O)O)C2=O)s1,C1COCCO1,552.0,fluodb
CC1=CC(C)=[N+]2C1C(c1ccc(/N=C/c3ccc(O)c(O)c3)cc1)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,508.0,fluodb
[NH2+]=c1ccc2c(-c3cccc(CN4CCCCC4)c3)c3c(cc4n3CCCCCC=C4)oc-2c1,O,540.0,fluodb
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc([N+](=O)[O-])cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl,416.0,fluodb
F[B-]1(F)n2c(cc(Cl)c2Cl)C(c2ccccc2)=C2C=C(Cl)C(c3ccc[nH]3)=[N+]21,ClCCl,617.0,fluodb
CC1=[N+]2C(=Cc3cc(-c4cc5n(c4)[B-](F)(F)[N+]4=CC=CC4=C5c4c(C)cc(C)cc4C)c(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,589.0,fluodb
CN(C)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1C2=C1C(Cl)=C(Cl)C(=[Cl+])C(Cl)=C1C(=O)[O-],CCO,642.0,fluodb
Cc1ccc([C@@H]2C[C@](O)(c3ccccn3)C[C@](O)(c3ccccn3)[C@H]2C(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CN(C)C=O,360.0,fluodb
CC1=CC(/C=C/c2ccc(N(C)C)cc2)=[N+]2C1=C(c1ccc(CN(Cc3ccccn3)Cc3ccccn3)cc1)C1C(C)C=C(/C=C/c3ccc(N(C)C)cc3)N1[B-]2(F)F,CS(C)=O,716.0,fluodb
F[B-]1(F)n2c(/C=C/c3ccccc3)ccc2C(c2c(Cl)cccc2Cl)=C2C=CC=[N+]21,CO,568.0,fluodb
COc1cc(C(=O)O)ccc1O,O,284.0,fluodb
CCN1CCCc2cc3nc4cc5c(cc4[o+]c3cc21)N(CCCC(=O)O)CCC5,O,662.0,fluodb
CCN(CC)c1ccc2c(-c3ccccc3)c(C)c(/C=C/C=C3/N(CCCCCC(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)[o+]c2c1,CCO,707.0,fluodb
N#Cc1ccc(/C=C/C=C/c2ccccc2)cc1,CCCCCCC,344.0,fluodb
CC1c2cc(Br)ccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,ClCCl,481.0,fluodb
CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O,CN(C)C=O,334.0,fluodb
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c4nsnc34)cc2)cc1,Cc1ccccc1,538.0,fluodb
Cn1nc(-c2ccccc2)c2nn[nH]c2c1=O,CC#N,299.0,fluodb
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CC(C)O,365.0,fluodb
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)cc21,Cc1ccccc1,429.0,fluodb
Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2Cl)c(=O)o1,CC#N,349.0,fluodb
Oc1c(Br)cc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1Br,Cc1ccccc1,512.0,fluodb
COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1,CN(C)C=O,343.0,fluodb
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)cc2)cc1,CS(C)=O,432.0,fluodb
CC1=CC(C)=[N+]2C1=C(c1cccc(C#Cc3cc(-c4ccc(C)s4)c(-c4ccc(C)s4)s3)c1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,502.0,fluodb
c1ccc2cc3cc(-c4cc(-c5nccs5)nc(-c5nccs5)c4)ccc3cc2c1,CCCCCC,375.0,fluodb
CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,516.0,fluodb
OC1=N/C(=C\c2ccc(N(c3ccccc3)c3ccc(/C=C4\N=C(O)N=C4O)cc3)cc2)C(O)=N1,C1CCOC1,457.0,fluodb
c1ccc2c(c1)c1ccccc1c1[nH]c(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)nc21,ClCCl,413.0,fluodb
CC1=C(C#Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(C#Cc3ccccc3)c(C)n1[B-]2(F)F,CC(C)=O,554.0,fluodb
Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,CCOC(C)=O,360.0,fluodb
CCCCCCc1csc(/C=C/c2sc(/C=C/c3sc(/C=C/c4sc(/C=C(\C#N)C(=O)O)c(CCCCCC)c4CCCCCC)c(CCCCCC)c3CCCCCC)c(CCCCCC)c2CCCCCC)c1CCCCCC,ClCCl,564.0,fluodb
CC(C)n1c2cc(O)c(F)cc2c(=O)c2cc(F)c(O)cc21,CCO,379.0,fluodb
O=C1C=C(Nc2ccc(F)cc2)C(=O)c2ccccc21,CO,461.0,fluodb
O=c1cc(COc2ccc(I)cc2)c2c(ccc3ccccc32)o1,ClCCl,349.0,fluodb
CC(C)(C)c1cc(/C2=C3\C=CC(=N3)/C(c3ccc(Br)cc3)=c3/cc/c([nH]3)=C(\c3ccc(Br)cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,CC(=O)N(C)C,702.0,fluodb
CCCCC(CC)Cn1c2ccc(C(=C(C#N)C#N)c3ccccc3)cc2c2c(-c3ccc(Br)cc3)c3c(c(-c4ccc(Br)cc4)c21)c1cc(C(=C(C#N)C#N)c2ccccc2)ccc1n3CC(CC)CCCC,CCO,464.0,fluodb
O=S(=O)([O-])c1cc([O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)O)c4ccc1c2c34,C1COCCO1,398.0,fluodb
COc1cccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)c1,CS(C)=O,361.0,fluodb
O=C1c2cc(-n3c4ccccc4c4ccccc43)ccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,ClC(Cl)Cl,406.0,fluodb
Cc1ccc2cc3c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4c4ccccc4n3c2c1,C1CCOC1,453.0,fluodb
COC(=O)c1ccc(C2=C3C=c4sc(-c5cccs5)cc4=[N+]3[B-](F)(F)n3c2cc2sc(-c4cccs4)cc23)cc1,C1CCOC1,679.0,fluodb
CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,CCCCCC,404.0,fluodb
CCCCCCc1cc(-c2cc3c4nn(C[C@@H](CC)CCCC)nc4c4cc(-c5cc6c(s5)c5ccccc5n6C[C@H](CC)CCCC)sc4c3s2)sc1/C=C(\C#N)C(=O)O,C1CCOC1,469.0,fluodb
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=Cc6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,CCO,451.0,fluodb
O=C([O-])c1ccc(C(=O)[O-])c2cc3ccccc3cc12,CN(C)C=O,396.0,fluodb
COc1ccc(OC)c(C=O)c1,CCO,352.0,fluodb
F[B-]1(F)n2cccc2C(C#Cc2ccccc2)=C2C=CC=[N+]21,CCCCOCCCC,543.0,fluodb
COc1ccc(-c2csc(/C(C#N)=N\Nc3ccc(C#N)cc3)n2)cc1,ClCCl,404.0,fluodb
CCCCCCCCC(CCCCCC)Cn1c2ccc3cccc4c5cccc6c(C#Cc7ccc(-c8ccc(C(=O)O)cc8)c8nsnc78)cc1c(c65)c2c34,C1CCOC1,498.0,fluodb
Nc1ccc2c(c1)CCCc1c-2[o+]c2c(c1-c1ccccc1C(=O)O)CCCc1cc(N)ccc1-2,CCO,566.0,fluodb
CCCCCc1cn(CC[N+](CCn2cc(CCCCC)nn2)=C2C=CC(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)nn1,CCCCCC,497.0,fluodb
c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1,CC#N,413.0,fluodb
CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(CC=Cc3ccc(N(c4ccccc4)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)ccc21,Clc1ccccc1,485.0,fluodb
CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc4cc(=O)ccc4c3oc2c1,O,573.0,fluodb
COC1=C/C(=C\C=C2C=CN(Cc3ccc(Br)cc3)C=C2)C=CC1=O,CC(C)=O,624.0,fluodb
CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1ccc2c(c1)C(c1ccccc1OC)=[N+]1C2=Cc2c3ccc(-c4sc(CO)cc4CCCCCC)cc3c(-c3ccccc3OC)n2[B-]1(F)F,C1CCOC1,644.0,fluodb
CCCCCCC1(CCCCCC)Nc2cccc3c(C4=C([O-])C(c5ccc6c7c(cccc57)NC(CCCCCC)(CCCCCC)N6)=C4[O-])ccc(c23)N1,C1CCCCC1,802.0,fluodb
c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccccc6)cc5)cc4)cc3)nc3ccccc32)cc1,C1COCCO1,344.0,fluodb
CCC1=C(C)C2=C(CO)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,545.0,fluodb
C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,ClCCl,500.0,fluodb
Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCCCO,610.0,fluodb
B1Nc2ccccc2-c2ccccc21,C1CCCCC1,326.0,fluodb
CN(C)c1ccc(-c2ccc(C=O)cc2)cc1,C1CCOC1,368.0,fluodb
N#Cc1c(N2CCCCC2)cc(-c2cccc3ccccc23)c2c1C(=O)c1ccccc1-2,C1CCOC1,344.0,fluodb
CCN1c2ccc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)cc2Sc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc21,ClCCl,525.0,fluodb
CCOC(=O)CC(C)(C)c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1c(Cl)cccc1Cl,Cc1ccccc1,518.0,fluodb
CC1c2ccccc2-c2ccc(-c3ccc(-c4sc(-c5cccs5)c5ccccc45)s3)cc21,ClCCl,460.0,fluodb
CCC1(CC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2-c2ccc(N(c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc21,ClCCl,437.0,fluodb
COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,259.0,fluodb
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,OCCO,593.0,fluodb
CCCCCCc1ccc(-[n+]2c3n(c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,C1CCOC1,393.0,fluodb
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCO,333.0,fluodb
CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,ClCCl,526.0,fluodb
N#Cc1c(N2CCCCC2)cc(-c2ccc3ccccc3c2)c2c1-c1ccccc1C2=O,C1CCOC1,392.0,fluodb
Nc1ccc(C2=C3C=CC(=[N+]4CCCCC4)N3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)nn2)cc1,CCO,475.0,fluodb
CC1=C2c3ccccc3C(c3[nH]c(C)cc3C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,601.0,fluodb
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N4CCN(C)CC4)cc3)sc12,ClCCl,420.0,fluodb
CCCCCc1c(CCCCC)c2cc3ccccc3n2c2nc3ccccc3cc12,CCCCCC,455.0,fluodb
C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccc2c(c1)Cc1ccccc1-2,C1CCOC1,384.0,fluodb
CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC,C1CCOC1,461.0,fluodb
CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,C1CCCCC1,390.0,fluodb
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,CCO,346.0,fluodb
C[N+](C)=C1C=CC(=CC=C2C=CN(CCCS(=O)(=O)[O-])C=C2)C=C1,CO,480.0,fluodb
